NUMBER,UNIT_NAME,STATE,NPS REGION,NPCA REGION,COMMON NAME,SPECIES,TAXA,STATUS
1096,New River Gorge National River,VA,Northeast,Mid-Atlantic,Spectaclecase (mussel),Cumberlandia monodonta,Clams and Mussels,Endangered
1097,New River Gorge National River,VA,Northeast,Mid-Atlantic,Virginia spiraea,Spiraea virginiana,Flowering Plants,Threatened
1098,New River Gorge National River,VA,Northeast,Mid-Atlantic,Gray bat,Myotis grisescens,Mammals,Endangered
1099,New River Gorge National River,VA,Northeast,Mid-Atlantic,Virginia big-eared bat,Corynorhinus (=Plecotus) townsendii virginianus,Mammals,Endangered
1100,New River Gorge National River,VA,Northeast,Mid-Atlantic,Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened
1101,Niobrara National Scenic River,NE,Midwest,Midwest,Whooping crane,Grus americana,Birds,Endangered; Experimental
1102,Niobrara National Scenic River,NE,Midwest,Midwest,American burying beetle,Nicrophorus americanus,Insects,Endangered; Experimental
1103,North Cascades National Park,WA,Pacific West ,Northwest,Bull trout,Salvelinus confluentus,Fishes,Threatened
1104,North Cascades National Park,WA,Pacific West ,Northwest,Canada Lynx,Lynx canadensis,Mammals,Threatened
1105,North Cascades National Park,WA,Pacific West ,Northwest,Marbled murrelet,Brachyramphus marmoratus,Birds,Threatened
1106,North Cascades National Park,WA,Pacific West ,Northwest,Northern spotted owl,Strix occidentalis caurina,Birds,Threatened
1107,North Cascades National Park,WA,Pacific West ,Northwest,Chum salmon,Oncorhynchus keta,Fishes,Threatened
1108,North Cascades National Park,WA,Pacific West ,Northwest,Oregon spotted frog,Rana pretiosa,Amphibians,Threatened
1109,North Cascades National Park,WA,Pacific West ,Northwest,Gray Wolf,Canis lupus ,Mammals,Endangered
1110,North Cascades National Park,WA,Pacific West ,Northwest,Grizzly bear,Ursus arctos horribilis,Mammals,Threatened
1111,Obed Wild and Scenic River,TN,Southeast,Southeast,Finerayed pigtoe,Fusconaia cuneolus,Clams and Mussels,Endangered; Experimental
1112,Obed Wild and Scenic River,TN,Southeast,Southeast,Virginia spiraea,Spiraea virginiana,Flowering Plants,Threatened
1113,Obed Wild and Scenic River,TN,Southeast,Southeast,White fringeless orchid,Platanthera integrilabia,Flowering Plants,Threatened
1114,Obed Wild and Scenic River,TN,Southeast,Southeast,Gray bat,Myotis grisescens,Mammals,Endangered
1115,Obed Wild and Scenic River,TN,Southeast,Southeast,Purple bean,Villosa perpurpurea,Clams and Mussels,Endangered
1116,Obed Wild and Scenic River,TN,Southeast,Southeast,Spotfin Chub,Erimonax monachus,Fishes,Threatened; Experimental
1117,Olympic National Park,WA,Pacific West ,Northwest,Bull trout,Salvelinus confluentus,Fishes,Threatened
1118,Olympic National Park,WA,Pacific West ,Northwest,Marbled murrelet,Brachyramphus marmoratus,Birds,Threatened
1119,Olympic National Park,WA,Pacific West ,Northwest,Northern spotted owl,Strix occidentalis caurina,Birds,Threatened
1120,Olympic National Park,WA,Pacific West ,Northwest,Chum salmon,Oncorhynchus keta,Fishes,Threatened
1121,Olympic National Park,WA,Pacific West ,Northwest,golden paintbrush,Castilleja levisecta,Flowering Plants,Threatened
1122,Olympic National Park,WA,Pacific West ,Northwest,green sturgeon,Acipenser medirostris,Fishes,Threatened
1123,Olympic National Park,WA,Pacific West ,Northwest,Sockeye salmon,Oncorhynchus (=Salmo) nerka,Fishes,Endangered
1124,Olympic National Park,WA,Pacific West ,Northwest,Short-tailed albatross,Phoebastria (=Diomedea) albatrus,Birds,Endangered
1125,Oregon Caves National Monument and Preserve,OR,Pacific West ,Northwest,Northern spotted owl,Strix occidentalis caurina,Birds,Threatened
1126,Organ Pipe Cactus National Monument,AZ,Intermountain ,Southwest,Acuna Cactus,Echinomastus erectocentrus var. acunensis,Flowering Plants,Endangered
1127,Organ Pipe Cactus National Monument,AZ,Intermountain ,Southwest,Desert pupfish,Cyprinodon macularius,Fishes,Endangered
1128,Organ Pipe Cactus National Monument,AZ,Intermountain ,Southwest,Lesser long-nosed bat,Leptonycteris curasoae yerbabuenae,Mammals,Endangered
1129,Organ Pipe Cactus National Monument,AZ,Intermountain ,Southwest,Sonoran pronghorn,Antilocapra americana sonoriensis,Mammals,Endangered; Experimental
1130,Organ Pipe Cactus National Monument,AZ,Intermountain ,Southwest,Sonoyta mud turtle,Kinosternon sonoriense longifemorale,Reptiles,Endangered
1131,Organ Pipe Cactus National Monument,AZ,Intermountain ,Southwest,California least tern,Sterna antillarum browni,Birds,Endangered
1132,Ozark National Scenic Riverway,MO,Midwest,Midwest,Black lace cactus,Echinocereus reichenbachii var. albertii,Flowering Plants,Endangered
1133,Ozark National Scenic Riverway,MO,Midwest,Midwest,Indiana bat,Myotis sodalis,Mammals,Endangered
1134,Ozark National Scenic Riverway,MO,Midwest,Midwest,Decurrent false aster,Boltonia decurrens,Flowering Plants,Threatened
1135,Ozark National Scenic Riverway,MO,Midwest,Midwest,Eastern prairie fringed orchid,Platanthera leucophaea,Flowering Plants,Threatened
1136,Ozark National Scenic Riverway,MO,Midwest,Midwest,Hine's emerald dragonfly,Somatochlora hineana,Insects,Endangered
1137,Ozark National Scenic Riverway,MO,Midwest,Midwest,Running buffalo clover,Trifolium stoloniferum,Flowering Plants,Endangered
1138,Ozark National Scenic Riverway,MO,Midwest,Midwest,Ozark Hellbender,Cryptobranchus alleganiensis bishopi,Amphibians,Endangered
1139,Ozark National Scenic Riverway,MO,Midwest,Midwest,Snuffbox mussel,Epioblasma triquetra,Clams and Mussels,Endangered
1140,Ozark National Scenic Riverway,MO,Midwest,Midwest,Virginia sneezeweed,Helenium virginicum,Flowering Plants,Threatened
1141,Ozark National Scenic Riverway,MO,Midwest,Midwest,Gray bat,Myotis grisescens,Mammals,Endangered
1142,Ozark National Scenic Riverway,MO,Midwest,Midwest,Spectaclecase (mussel),Cumberlandia monodonta,Clams and Mussels,Endangered
1143,Ozark National Scenic Riverway,MO,Midwest,Midwest,Pondberry,Lindera melissifolia,Flowering Plants,Endangered
1144,Ozark National Scenic Riverway,MO,Midwest,Midwest,Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened 
1145,Padre Island National Seashore,TX,Intermountain,Texas,Braun's rock-cress,Arabis perstellata,Flowering Plants,Endangered
1146,Padre Island National Seashore,TX,Intermountain,Texas,Kemp's ridley sea turtle,Lepidochelys kempii,Reptiles,Endangered
1147,Padre Island National Seashore,TX,Intermountain,Texas,Piping Plover,Charadrius melodus,Birds,Endangered; Threatened
1148,Padre Island National Seashore,TX,Intermountain,Texas,Slender rush-pea,Hoffmannseggia tenella,Flowering Plants,Endangered
1149,Padre Island National Seashore,TX,Intermountain,Texas,Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered
1150,Padre Island National Seashore,TX,Intermountain,Texas,Northern Aplomado Falcon,Falco femoralis septentrionalis,Birds,Endangered; Experimental
1151,Padre Island National Seashore,TX,Intermountain,Texas,Whooping crane,Grus americana,Birds,Endangered; Experimental
1152,Padre Island National Seashore,TX,Intermountain,Texas,South Texas ambrosia,Ambrosia cheiranthifolia,Flowering Plants,Endangered
1153,Padre Island National Seashore,TX,Intermountain,Texas,Texas ayenia,Ayenia limitaris,Flowering Plants,Endangered
1154,Palo Alto Battlefield National Historical Park,TX,Intermountain,Texas,Gulf Coast jaguarundi,Herpailurus (=Felis) yagouaroundi cacomitli,Mammals,Endangered
1155,Palo Alto Battlefield National Historical Park,TX,Intermountain,Texas,Northern Aplomado Falcon,Falco femoralis septentrionalis,Birds,Endangered; Experimental
1156,Palo Alto Battlefield National Historical Park,TX,Intermountain,Texas,Ocelot,Leopardus (=Felis) pardalis,Mammals,Endangered
1157,Palo Alto Battlefield National Historical Park,TX,Intermountain,Texas,South Texas ambrosia,Ambrosia cheiranthifolia,Flowering Plants,Endangered
1158,Palo Alto Battlefield National Historical Park,TX,Intermountain,Texas,Texas ayenia,Ayenia limitaris,Flowering Plants,Endangered
1159,Pea Ridge National Military Park,AR,Midwest,Southeast,Gray bat,Myotis grisescens,Mammals,Endangered
1160,Pea Ridge National Military Park,AR,Midwest,Southeast,Ozark big-eared bat,Corynorhinus (=Plecotus) townsendii ingens,Mammals,Endangered
1161,Pea Ridge National Military Park,AR,Midwest,Southeast,Ozark cavefish,Amblyopsis rosae,Fishes,Threatened
1162,Pea Ridge National Military Park,AR,Midwest,Southeast,Northern Long-Eared Bat,Myotis septentrionalis,Mammals,Threatened 
1163,Pearl Harbor National Memorial,HI,Pacific West ,Pacific,Ihi,Portulaca villosa,Flowering Plants,Endangered
1164,Pearl Harbor National Memorial,HI,Pacific West ,Pacific,Pacific Hawaiian damselfly,Megalagrion pacificum,Insects,Endangered
1165,Pearl Harbor National Memorial,HI,Pacific West ,Pacific,Uhi uhi,Mezoneuron kavaiense,Flowering Plants,Endangered
1166,Pearl Harbor National Memorial,HI,Pacific West ,Pacific,Hawaii akepa,Loxops coccineus,Birds,Endangered
1167,Pearl Harbor National Memorial,HI,Pacific West ,Pacific,Hawaiian (=koloa) Duck,Anas wyvilliana,Birds,Endangered
1168,Pearl Harbor National Memorial,HI,Pacific West ,Pacific,Hawaiian hoary bat,Lasiurus cinereus semotus,Mammals,Endangered
1169,Pearl Harbor National Memorial,HI,Pacific West ,Pacific,Hawaiian stilt,Himantopus mexicanus knudseni,Birds,Endangered
1170,Pearl Harbor National Memorial,HI,Pacific West ,Pacific,Newell's Townsend's shearwater,Puffinus auricularis newelli,Birds,Threatened
1171,Pearl Harbor National Memorial,HI,Pacific West ,Pacific,Short-tailed albatross,Phoebastria (=Diomedea) albatrus,Birds,Endangered
1172,Pearl Harbor National Memorial,HI,Pacific West ,Pacific,Hawaiian coot,Fulica americana alai,Birds,Endangered
1173,Perry's Victory and International Peace Memorial,OH,Midwest,Midwest,Eastern prairie fringed orchid,Platanthera leucophaea,Flowering Plants,Threatened
1174,Perry's Victory and International Peace Memorial,OH,Midwest,Midwest,Kirtland's Warbler,Setophaga kirtlandii (= Dendroica kirtlandii),Birds,Endangered
1175,Perry's Victory and International Peace Memorial,OH,Midwest,Midwest,Eastern Massasauga (=rattlesnake),Sistrurus catenatus,Reptiles,Threatened
1176,Perry's Victory and International Peace Memorial,OH,Midwest,Midwest,Purple Cat's paw (=Purple Cat's paw pearlymussel),Epioblasma obliquata obliquata,Clams and Mussels,Endangered; Experimental
1177,Petrified Forest National Park,AZ,Intermountain ,Southwest,Mexican wolf,Canis lupus baileyi,Mammals,Endangered; Experimental
1178,Pictured Rocks National Lakeshore,MI,Midwest,Midwest,Gray Wolf,Canis lupus,Mammals,Endangered
1179,Pictured Rocks National Lakeshore,MI,Midwest,Midwest,Piping Plover,Charadrius melodus,Birds,Endangered; Threatened
1180,Pictured Rocks National Lakeshore,MI,Midwest,Midwest,Pitcher's thistle,Cirsium pitcheri,Flowering Plants,Threatened
1181,Pictured Rocks National Lakeshore,MI,Midwest,Midwest,Kirtland's Warbler,Setophaga kirtlandii (= Dendroica kirtlandii),Birds,Endangered
1182,Pinnacles National Park,CA,Pacific West ,Pacific,California condor,Gymnogyps californianus,Birds,Endangered
1183,Pinnacles National Park,CA,Pacific West ,Pacific,California red-legged frog,Rana draytonii,Amphibians,Threatened
1184,Pinnacles National Park,CA,Pacific West ,Pacific,California tiger Salamander,Ambystoma californiense,Amphibians,Endangered
1185,Pinnacles National Park,CA,Pacific West ,Pacific,Least Bell's vireo,Vireo bellii pusillus,Birds,Endangered
1186,Pinnacles National Park,CA,Pacific West ,Pacific,Vernal pool fairy shrimp,Branchinecta lynchi,Crustaceans,Threatened
1187,Pipe Spring National Monument,AZ,Intermountain ,Southwest,Jones Cycladenia,Cycladenia humilis var. jonesii,Flowering Plants,Threatened
1188,Pipe Spring National Monument,AZ,Intermountain ,Southwest,Siler pincushion cactus,"Pediocactus (=Echinocactus,=Utahia) sileri",Flowering Plants,Threatened
1189,Pipestone National Monument,MN,Midwest,Midwest,Western prairie fringed Orchid,Platanthera praeclara,Flowering Plants,Threatened
1190,Pipestone National Monument,MN,Midwest,Midwest,Sheepnose Mussel,Plethobasus cyphyus,Clams and Mussels,Endangered
1191,Pipestone National Monument,MN,Midwest,Midwest,Topeka shiner,Notropis topeka (=tristis),Fishes,Endangered
1192,Point Reyes National Seashore,CA,Pacific West ,Pacific,Beach layia,Layia carnosa,Flowering Plants,Endangered
1193,Point Reyes National Seashore,CA,Pacific West ,Pacific,California freshwater shrimp,Syncaris pacifica,Crustaceans,Endangered
1194,Point Reyes National Seashore,CA,Pacific West ,Pacific,California red-legged frog,Rana draytonii,Amphibians,Threatened
1195,Point Reyes National Seashore,CA,Pacific West ,Pacific,Clover lupine,Lupinus tidestromii,Flowering Plants,Endangered
1196,Point Reyes National Seashore,CA,Pacific West ,Pacific,Marbled murrelet,Brachyramphus marmoratus,Birds,Threatened
1197,Point Reyes National Seashore,CA,Pacific West ,Pacific,Marin dwarf-flax,Hesperolinon congestum,Flowering Plants,Threatened
1198,Point Reyes National Seashore,CA,Pacific West ,Pacific,Myrtle's silverspot butterfly ,Speyeria zerene myrtleae,Insects,Endangered
1199,Point Reyes National Seashore,CA,Pacific West ,Pacific,Robust spineflower,Chorizanthe robusta var. robusta,Flowering Plants,Endangered
1200,Point Reyes National Seashore,CA,Pacific West ,Pacific,Showy Indian clover,Trifolium amoenum,Flowering Plants,Endangered
1201,Point Reyes National Seashore,CA,Pacific West ,Pacific,Sonoma alopecurus,Alopecurus aequalis var. sonomensis,Flowering Plants,Endangered
1202,Point Reyes National Seashore,CA,Pacific West ,Pacific,Sonoma spineflower,Chorizanthe valida,Flowering Plants,Endangered
1203,Point Reyes National Seashore,CA,Pacific West ,Pacific,Green sea turtle,Chelonia mydas,Reptiles,Endangered; Threatened
1204,Point Reyes National Seashore,CA,Pacific West ,Pacific,Western snowy plover,Charadrius alexandrinus nivosus,Birds,Threatened
1205,Point Reyes National Seashore,CA,Pacific West ,Pacific,Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered
1206,Point Reyes National Seashore,CA,Pacific West ,Pacific,Tidewater goby,Eucyclogobius newberryi,Fishes,Endangered
1207,Point Reyes National Seashore,CA,Pacific West ,Pacific,Menzies' wallflower,Erysimum menziesii,Flowering Plants,Endangered
1208,Point Reyes National Seashore,CA,Pacific West ,Pacific,White Abalone,Haliotis sorenseni,Snails,Endangered
1209,Point Reyes National Seashore,CA,Pacific West ,Pacific,California clapper rail,Rallus longirostris obsoletus,Birds,Endangered
1210,Point Reyes National Seashore,CA,Pacific West ,Pacific,California least tern,Sterna antillarum browni,Birds,Endangered
1211,Point Reyes National Seashore,CA,Pacific West ,Pacific,Short-tailed albatross,Phoebastria (=Diomedea) albatrus,Birds,Endangered
1212,Port Chicago Naval Magazine National Memorial,CA,Pacific West ,Pacific,Delta smelt,Hypomesus transpacificus,Fishes,Threatened
1213,Port Chicago Naval Magazine National Memorial,CA,Pacific West ,Pacific,Menzies' wallflower,Erysimum menziesii,Flowering Plants,Endangered
1214,Port Chicago Naval Magazine National Memorial,CA,Pacific West ,Pacific,California clapper rail,Rallus longirostris obsoletus,Birds,Endangered
1215,Port Chicago Naval Magazine National Memorial,CA,Pacific West ,Pacific,California least tern,Sterna antillarum browni,Birds,Endangered
1216,Pu'uhonua o Honaunau National Historical Park,HI,Pacific West ,Pacific,Hawaiian monk seal,Monachus schauinslandi,Mammals,Endangered
1217,Pu'uhonua o Honaunau National Historical Park,HI,Pacific West ,Pacific,Smallflower ʻaiea,Nothocestrum breviflorum,Flowering Plants,Endangered
1218,Pu'uhonua o Honaunau National Historical Park,HI,Pacific West ,Pacific,Lo`ulu,Pritchardia maideniana,Flowering Plants,Endangered
1219,Pu'uhonua o Honaunau National Historical Park,HI,Pacific West ,Pacific,Woodland ma'oloa,Neraudia ovata,Flowering Plants,Endangered
1220,Pu'uhonua o Honaunau National Historical Park,HI,Pacific West ,Pacific,Pacific Hawaiian damselfly,Megalagrion pacificum,Insects,Endangered
1221,Pu'uhonua o Honaunau National Historical Park,HI,Pacific West ,Pacific,Uhi uhi,Mezoneuron kavaiense,Flowering Plants,Endangered
1222,Pu'uhonua o Honaunau National Historical Park,HI,Pacific West ,Pacific,`O`u (honeycreeper),Psittirostra psittacea,Birds,Endangered
1223,Pu'uhonua o Honaunau National Historical Park,HI,Pacific West ,Pacific,akiapolaau,Hemignathus wilsoni,Birds,Endangered
1224,Pu'uhonua o Honaunau National Historical Park,HI,Pacific West ,Pacific,Band-rumped storm-petrel,Oceanodroma castro,Birds,Endangered
1225,Pu'uhonua o Honaunau National Historical Park,HI,Pacific West ,Pacific,Hawaii akepa,Loxops coccineus,Birds,Endangered
1226,Pu'uhonua o Honaunau National Historical Park,HI,Pacific West ,Pacific,Hawaii creeper,Oreomystis mana,Birds,Endangered
1227,Pu'uhonua o Honaunau National Historical Park,HI,Pacific West ,Pacific,Hawaiian (='alala) Crow,Corvus hawaiiensis,Birds,Endangered
1228,Pu'uhonua o Honaunau National Historical Park,HI,Pacific West ,Pacific,Hawaiian (=koloa) Duck,Anas wyvilliana,Birds,Endangered
1229,Pu'uhonua o Honaunau National Historical Park,HI,Pacific West ,Pacific,Hawaiian goose,Branta (=Nesochen) sandvicensis,Birds,Endangered
1230,Pu'uhonua o Honaunau National Historical Park,HI,Pacific West ,Pacific,Hawaiian hoary bat,Lasiurus cinereus semotus,Mammals,Endangered
1231,Pu'uhonua o Honaunau National Historical Park,HI,Pacific West ,Pacific,Hawaiian stilt,Himantopus mexicanus knudseni,Birds,Endangered
1232,Pu'uhonua o Honaunau National Historical Park,HI,Pacific West ,Pacific,Newell's Townsend's shearwater,Puffinus auricularis newelli,Birds,Threatened
1233,Pu'uhonua o Honaunau National Historical Park,HI,Pacific West ,Pacific,Blackburn's sphinx moth,Manduca blackburni,Insects,Endangered
1234,Pu'uhonua o Honaunau National Historical Park,HI,Pacific West ,Pacific,Hawaiian coot,Fulica americana alai,Birds,Endangered
1235,Pu'uhonua o Honaunau National Historical Park,HI,Pacific West ,Pacific,Po`e,Portulaca sclerocarpa,Flowering Plants,Endangered
1236,Redwood National Park,CA,Pacific West ,Pacific,Beach layia,Layia carnosa,Flowering Plants,Endangered
1237,Redwood National Park,CA,Pacific West ,Pacific,Marbled murrelet,Brachyramphus marmoratus,Birds,Threatened
1238,Redwood National Park,CA,Pacific West ,Pacific,Northern spotted owl,Strix occidentalis caurina,Birds,Threatened
1239,Redwood National Park,CA,Pacific West ,Pacific,Green sea turtle,Chelonia mydas,Reptiles,Endangered; Threatened
1240,Redwood National Park,CA,Pacific West ,Pacific,Western lily,Lilium occidentale,Flowering Plants,Endangered
1241,Redwood National Park,CA,Pacific West ,Pacific,Western snowy plover,Charadrius alexandrinus nivosus,Birds,Threatened
1242,Redwood National Park,CA,Pacific West ,Pacific,Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered
1243,Redwood National Park,CA,Pacific West ,Pacific,Short-tailed albatross,Phoebastria (=Diomedea) albatrus,Birds,Endangered
1244,Richmond National Battlefield Park,VA,Northeast,Mid-Atlantic,Cumberland monkeyface (pearlymussel),Quadrula intermedia,Clams and Mussels,Endangered; Experimental
1245,Richmond National Battlefield Park,VA,Northeast,Mid-Atlantic,Dwarf wedgemussel,Alasmidonta heterodon,Clams and Mussels,Endangered
1246,Richmond National Battlefield Park,VA,Northeast,Mid-Atlantic,Shiny pigtoe,Fusconaia cor,Clams and Mussels,Endangered; Experimental
1247,Rio Grande Wild and Scenic River,TX,Intermountain,Texas,Bunched cory cactus,Coryphantha ramillosa,Flowering Plants,Threatened
1248,Rio Grande Wild and Scenic River,TX,Intermountain,Texas,Lloyd's Mariposa cactus,Echinomastus mariposensis,Flowering Plants,Threatened
1249,Rio Grande Wild and Scenic River,TX,Intermountain,Texas,Devils River minnow,Dionda diaboli,Fishes,Threatened
1250,Rio Grande Wild and Scenic River,TX,Intermountain,Texas,Yellow-billed Cuckoo,Coccyzus americanus,Birds,Threatened
1251,Rio Grande Wild and Scenic River,TX,Intermountain,Texas,Rio Grande Silvery Minnow ,Hybognathus amarus,Fishes,Endangered; Experimental
1252,Rio Grande Wild and Scenic River,TX,Intermountain,Texas,Golden-cheeked warbler (=wood),Dendroica chrysoparia,Birds,Endangered
1253,Rio Grande Wild and Scenic River,TX,Intermountain,Texas,Texas Hornshell,Popenaias popeii,Clams and Mussels,Endangered
1254,Rio Grande Wild and Scenic River,TX,Intermountain,Texas,Texas snowbells,Styrax texanus,Flowering Plants,Endangered
1255,Rio Grande Wild and Scenic River,TX,Intermountain,Texas,Tobusch fishhook cactus,Sclerocactus brevihamatus ssp. tobuschii,Flowering Plants,Threatened
1256,River Raisin National Battlefield Park,MI,Midwest,Midwest,Eastern prairie fringed orchid,Platanthera leucophaea,Flowering Plants,Threatened
1257,Rock Creek Park,DC,National Capital,Mid-Atlantic ,Hay's Spring amphipod,Stygobromus hayi,Crustaceans,Endangered
1258,Rocky Mountain National Park,CO,Intermountain ,Southwest,Gray Wolf,Canis lupus,Mammals,Endangered
1259,Rocky Mountain National Park,CO,Intermountain ,Southwest,Greenback Cutthroat trout,Oncorhynchus clarki stomias,Fishes,Threatened
1260,Rocky Mountain National Park,CO,Intermountain ,Southwest,Whooping crane,Grus americana,Birds,Endangered; Experimental
1261,Rocky Mountain National Park,CO,Intermountain ,Southwest,Colorado Butterfly plant,Gaura neomexicana var. coloradensis,Flowering Plants,Threatened
1262,Rocky Mountain National Park,CO,Intermountain ,Southwest,Preble's meadow jumping mouse,Zapus hudsonius preblei,Mammals,Threatened
1263,Rosie the Riveter/World War II Home Front National Historical Park,CA,Pacific West ,Pacific,Menzies' wallflower,Erysimum menziesii,Flowering Plants,Endangered
1264,Rosie the Riveter/World War II Home Front National Historical Park,CA,Pacific West ,Pacific,California least tern,Sterna antillarum browni,Birds,Endangered
1265,Ross Lake National Recreation Area,WA,Pacific West ,Northwest,Bull trout,Salvelinus confluentus,Fishes,Threatened
1266,Ross Lake National Recreation Area,WA,Pacific West ,Northwest,Marbled murrelet,Brachyramphus marmoratus,Birds,Threatened
1267,Ross Lake National Recreation Area,WA,Pacific West ,Northwest,Northern spotted owl,Strix occidentalis caurina,Birds,Threatened
1268,Ross Lake National Recreation Area,WA,Pacific West ,Northwest,Chum salmon,Oncorhynchus keta,Fishes,Threatened
1269,Russell Cave National Monument,AL,Southeast,Southeast,Pink mucket (pearlymussel),Lampsilis abrupta,Clams and Mussels,Endangered
1270,Russell Cave National Monument,AL,Southeast,Southeast,White fringeless orchid,Platanthera integrilabia,Flowering Plants,Threatened
1271,Russell Cave National Monument,AL,Southeast,Southeast,Gray bat,Myotis grisescens,Mammals,Endangered
1272,Russell Cave National Monument,AL,Southeast,Southeast,Purple Cat's paw (=Purple Cat's paw pearlymussel),Epioblasma obliquata obliquata,Clams and Mussels,Endangered; Experimental
1273,Saguaro National Park,AZ,Intermountain ,Southwest,Mexican spotted owl,Strix occidentalis lucida,Birds,Threatened
1274,Saguaro National Park,AZ,Intermountain ,Southwest,Gila topminnow (incl. Yaqui),Poeciliopsis occidentalis,Fishes,Endangered
1275,Saint Croix Island International Historic Site,ME,Northeast,Northeast,Finback whale,Balaenoptera physalus,Mammals,Endangered
1276,Saint Croix National Scenic Riverway,WI,Midwest,Midwest,Rusty patched bumble bee,Bombus affinis,Insects,Endangered
1277,Saint Croix National Scenic Riverway,WI,Midwest,Midwest,Eastern Massasauga (=rattlesnake),Sistrurus catenatus,Reptiles,Threatened
1278,Saint Croix National Scenic Riverway,WI,Midwest,Midwest,Sheepnose Mussel,Plethobasus cyphyus,Clams and Mussels,Endangered
1279,Saint Croix National Scenic Riverway,WI,Midwest,Midwest,Snuffbox mussel,Epioblasma triquetra,Clams and Mussels,Endangered
1280,Saint Croix National Scenic Riverway,WI,Midwest,Midwest,Spectaclecase (mussel),Cumberlandia monodonta,Clams and Mussels,Endangered
1281,Saint Croix National Scenic Riverway,WI,Midwest,Midwest,Kirtland's Warbler,Setophaga kirtlandii (= Dendroica kirtlandii),Birds,Endangered
1282,Saint Croix National Scenic Riverway,WI,Midwest,Midwest,Whooping crane,Grus americana,Birds,Endangered; Experimental
1283,Saint Croix National Scenic Riverway,WI,Midwest,Midwest,Winged Mapleleaf,Quadrula fragosa,Clams and Mussels,Endangered
1284,Saint-Gaudens National Historical Park,NH,Northeast,Northeast,Dwarf wedgemussel,Alasmidonta heterodon,Clams and Mussels,Endangered
1285,Salinas Pueblo Missions National Monument,NM,Intermountain,Southwest,Chiricahua leopard frog,Rana chiricahuensis,Amphibians,Threatened
1286,Salt River Bay National Historical Park and Ecological Preserve,VI,Southeast,Sun Coast ,Elkhorn coral,Acropora palmata,Corals,Threatened
1287,Salt River Bay National Historical Park and Ecological Preserve,VI,Southeast,Sun Coast ,Green sea turtle,Chelonia mydas,Reptiles,Endangered; Threatened
1288,Salt River Bay National Historical Park and Ecological Preserve,VI,Southeast,Sun Coast ,Leatherback sea turtle,Dermochelys coriacea,Reptiles,Endangered
1289,Salt River Bay National Historical Park and Ecological Preserve,VI,Southeast,Sun Coast ,Staghorn coral,Acropora cervicornis,Corals,Threatened
1290,Salt River Bay National Historical Park and Ecological Preserve,VI,Southeast,Sun Coast ,Finback whale,Balaenoptera physalus,Mammals,Endangered
1291,Salt River Bay National Historical Park and Ecological Preserve,VI,Southeast,Sun Coast ,Sperm whale,Physeter catodon (=macrocephalus),Mammals,Endangered
1292,Salt River Bay National Historical Park and Ecological Preserve,VI,Southeast,Sun Coast ,Eggers' century plant,Agave eggersiana,Flowering Plants,Endangered
1293,Salt River Bay National Historical Park and Ecological Preserve,VI,Southeast,Sun Coast ,Virgin Islands tree boa,Epicrates monensis granti,Reptiles,Endangered
1294,San Antonio Missions National Historical Park,TX,Intermountain,Texas,Golden-cheeked warbler (=wood),Dendroica chrysoparia,Birds,Endangered
1295,San Juan Island National Historical Park,WA,Pacific West ,Northwest,Chinook salmon,Oncorhynchus (=Salmo) tshawytscha,Fishes,Endangered
1296,San Juan National Historic Site,PR,Southeast,Sun Coast ,Yellow-shouldered blackbird,Agelaius xanthomus,Birds,Endangered
1297,Santa Monica Mountains National Recreation Area,CA,Pacific West ,Pacific,Braunton's milk-vetch,Astragalus brauntonii,Flowering Plants,Endangered
1298,Santa Monica Mountains National Recreation Area,CA,Pacific West ,Pacific,California red-legged frog,Rana draytonii,Amphibians,Threatened
1299,Santa Monica Mountains National Recreation Area,CA,Pacific West ,Pacific,Conejo dudleya,Dudleya abramsii ssp. parva,Flowering Plants,Threatened
1300,Santa Monica Mountains National Recreation Area,CA,Pacific West ,Pacific,Lyon's pentachaeta,Pentachaeta lyonii,Flowering Plants,Endangered
1301,Santa Monica Mountains National Recreation Area,CA,Pacific West ,Pacific,Marcescent dudleya,Dudleya cymosa ssp. marcescens,Flowering Plants,Threatened
1302,Santa Monica Mountains National Recreation Area,CA,Pacific West ,Pacific,Santa Monica Mountains dudleyea,Dudleya cymosa ssp. ovatifolia,Flowering Plants,Threatened
1303,Santa Monica Mountains National Recreation Area,CA,Pacific West ,Pacific,Oregon spotted frog,Rana pretiosa,Amphibians,Threatened
1304,Santa Monica Mountains National Recreation Area,CA,Pacific West ,Pacific,Verity's dudleya,Dudleya verityi,Flowering Plants,Threatened
1305,Santa Monica Mountains National Recreation Area,CA,Pacific West ,Pacific,Western snowy plover,Charadrius alexandrinus nivosus,Birds,Threatened
1306,Santa Monica Mountains National Recreation Area,CA,Pacific West ,Pacific,Coastal dunes milk-vetch,Astragalus tener var. titi,Flowering Plants,Endangered
1307,Santa Monica Mountains National Recreation Area,CA,Pacific West ,Pacific,Nevin's barberry,Berberis nevinii,Flowering Plants,Endangered
